month,division,line,day_type,incidents,reporting_category
2024-02-01T00:00:00.000,A DIVISION,6,2,13,Crew Availability
2024-02-01T00:00:00.000,A DIVISION,6,2,3,External Factors
2024-02-01T00:00:00.000,A DIVISION,6,2,14,Infrastructure & Equipment
2024-02-01T00:00:00.000,A DIVISION,6,2,48,Operating Conditions
2024-02-01T00:00:00.000,A DIVISION,6,2,22,Planned ROW Work
2024-02-01T00:00:00.000,A DIVISION,6,2,55,Police & Medical
2024-02-01T00:00:00.000,A DIVISION,7,1,0,
2024-02-01T00:00:00.000,A DIVISION,7,1,24,Crew Availability
2024-02-01T00:00:00.000,A DIVISION,7,1,1,External Factors
2024-02-01T00:00:00.000,A DIVISION,7,1,42,Infrastructure & Equipment
2024-02-01T00:00:00.000,A DIVISION,7,1,11,Operating Conditions
2024-02-01T00:00:00.000,A DIVISION,7,1,26,Planned ROW Work
2024-02-01T00:00:00.000,A DIVISION,7,1,37,Police & Medical
2024-02-01T00:00:00.000,A DIVISION,7,2,0,
2024-02-01T00:00:00.000,A DIVISION,7,2,4,Crew Availability
2024-02-01T00:00:00.000,A DIVISION,7,2,0,External Factors
2024-02-01T00:00:00.000,A DIVISION,7,2,14,Infrastructure & Equipment
2024-02-01T00:00:00.000,A DIVISION,7,2,4,Operating Conditions
2024-02-01T00:00:00.000,A DIVISION,7,2,16,Planned ROW Work
2024-02-01T00:00:00.000,A DIVISION,7,2,12,Police & Medical
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,0,
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,0,Crew Availability
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,0,External Factors
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,2,Infrastructure & Equipment
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,0,Operating Conditions
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,0,Planned ROW Work
2024-02-01T00:00:00.000,A DIVISION,S 42nd,1,5,Police & Medical
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,0,
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,0,Crew Availability
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,0,External Factors
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,1,Infrastructure & Equipment
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,0,Operating Conditions
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,0,Planned ROW Work
2024-02-01T00:00:00.000,A DIVISION,S 42nd,2,1,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,A,1,0,
2024-02-01T00:00:00.000,B DIVISION,A,1,28,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,A,1,40,External Factors
2024-02-01T00:00:00.000,B DIVISION,A,1,77,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,A,1,86,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,A,1,57,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,A,1,83,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,A,2,0,
2024-02-01T00:00:00.000,B DIVISION,A,2,10,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,A,2,13,External Factors
2024-02-01T00:00:00.000,B DIVISION,A,2,27,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,A,2,20,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,A,2,39,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,A,2,35,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,B,1,0,
2024-02-01T00:00:00.000,B DIVISION,B,1,13,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,B,1,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,B,1,31,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,B,1,54,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,B,1,15,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,B,1,32,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,C,1,0,
2024-02-01T00:00:00.000,B DIVISION,C,1,10,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,C,1,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,C,1,24,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,C,1,101,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,C,1,15,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,C,1,55,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,C,2,0,
2024-02-01T00:00:00.000,B DIVISION,C,2,4,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,C,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,C,2,9,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,C,2,28,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,C,2,14,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,C,2,20,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,D,1,0,
2024-02-01T00:00:00.000,B DIVISION,D,1,28,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,D,1,4,External Factors
2024-02-01T00:00:00.000,B DIVISION,D,1,58,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,D,1,50,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,D,1,58,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,D,1,97,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,D,2,0,
2024-02-01T00:00:00.000,B DIVISION,D,2,4,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,D,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,D,2,16,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,D,2,8,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,D,2,26,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,D,2,21,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,E,1,0,
2024-02-01T00:00:00.000,B DIVISION,E,1,17,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,E,1,2,External Factors
2024-02-01T00:00:00.000,B DIVISION,E,1,73,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,E,1,49,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,E,1,82,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,E,1,66,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,E,2,0,
2024-02-01T00:00:00.000,B DIVISION,E,2,5,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,E,2,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,E,2,11,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,E,2,9,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,E,2,32,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,E,2,22,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,F,1,0,
2024-02-01T00:00:00.000,B DIVISION,F,1,24,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,F,1,2,External Factors
2024-02-01T00:00:00.000,B DIVISION,F,1,89,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,F,1,85,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,F,1,86,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,F,1,106,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,F,2,0,
2024-02-01T00:00:00.000,B DIVISION,F,2,6,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,F,2,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,F,2,23,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,F,2,19,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,F,2,39,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,F,2,29,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,G,1,0,
2024-02-01T00:00:00.000,B DIVISION,G,1,8,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,G,1,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,G,1,25,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,G,1,55,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,G,1,48,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,G,1,22,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,G,2,0,
2024-02-01T00:00:00.000,B DIVISION,G,2,2,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,G,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,G,2,6,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,G,2,6,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,G,2,8,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,G,2,3,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,JZ,1,0,
2024-02-01T00:00:00.000,B DIVISION,JZ,1,9,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,JZ,1,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,JZ,1,35,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,JZ,1,47,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,JZ,1,31,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,JZ,1,66,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,JZ,2,0,
2024-02-01T00:00:00.000,B DIVISION,JZ,2,2,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,JZ,2,2,External Factors
2024-02-01T00:00:00.000,B DIVISION,JZ,2,10,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,JZ,2,12,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,JZ,2,8,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,JZ,2,19,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,L,1,0,
2024-02-01T00:00:00.000,B DIVISION,L,1,8,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,L,1,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,L,1,33,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,L,1,3,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,L,1,23,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,L,1,29,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,L,2,0,
2024-02-01T00:00:00.000,B DIVISION,L,2,6,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,L,2,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,L,2,13,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,L,2,1,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,L,2,5,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,L,2,4,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,M,1,0,
2024-02-01T00:00:00.000,B DIVISION,M,1,12,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,M,1,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,M,1,16,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,M,1,14,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,M,1,7,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,M,1,17,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,M,2,0,
2024-02-01T00:00:00.000,B DIVISION,M,2,0,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,M,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,M,2,0,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,M,2,1,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,M,2,2,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,M,2,2,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,N,1,0,
2024-02-01T00:00:00.000,B DIVISION,N,1,21,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,N,1,4,External Factors
2024-02-01T00:00:00.000,B DIVISION,N,1,68,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,N,1,99,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,N,1,67,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,N,1,80,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,N,2,0,
2024-02-01T00:00:00.000,B DIVISION,N,2,6,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,N,2,2,External Factors
2024-02-01T00:00:00.000,B DIVISION,N,2,21,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,N,2,24,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,N,2,19,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,N,2,26,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,Q,1,0,
2024-02-01T00:00:00.000,B DIVISION,Q,1,17,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,Q,1,6,External Factors
2024-02-01T00:00:00.000,B DIVISION,Q,1,57,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,Q,1,75,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,Q,1,45,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,Q,1,48,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,Q,2,0,
2024-02-01T00:00:00.000,B DIVISION,Q,2,4,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,Q,2,1,External Factors
2024-02-01T00:00:00.000,B DIVISION,Q,2,25,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,Q,2,26,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,Q,2,27,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,Q,2,22,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,R,1,0,
2024-02-01T00:00:00.000,B DIVISION,R,1,12,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,R,1,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,R,1,41,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,R,1,45,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,R,1,40,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,R,1,77,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,R,2,0,
2024-02-01T00:00:00.000,B DIVISION,R,2,5,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,R,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,R,2,2,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,R,2,6,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,R,2,10,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,R,2,23,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,1,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,S Fkln,1,0,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,0,
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,0,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,0,External Factors
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,2,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,0,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,0,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,S Fkln,2,1,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,0,
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,0,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,19,External Factors
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,4,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,5,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,2,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,S Rock,1,1,Police & Medical
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,15,External Factors
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,3,Infrastructure & Equipment
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,2,Operating Conditions
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-02-01T00:00:00.000,B DIVISION,S Rock,2,4,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,1,1,0,
2024-03-01T00:00:00.000,A DIVISION,1,1,21,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,1,1,2,External Factors
2024-03-01T00:00:00.000,A DIVISION,1,1,81,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,1,1,62,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,1,1,54,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,1,1,80,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,1,2,0,
2024-03-01T00:00:00.000,A DIVISION,1,2,6,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,1,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,1,2,17,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,1,2,14,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,1,2,10,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,1,2,28,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,2,1,0,
2024-03-01T00:00:00.000,A DIVISION,2,1,16,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,2,1,1,External Factors
2024-03-01T00:00:00.000,A DIVISION,2,1,79,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,2,1,123,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,2,1,57,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,2,1,79,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,2,2,0,
2024-03-01T00:00:00.000,A DIVISION,2,2,9,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,2,2,4,External Factors
2024-03-01T00:00:00.000,A DIVISION,2,2,30,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,2,2,88,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,2,2,17,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,2,2,35,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,3,1,0,
2024-03-01T00:00:00.000,A DIVISION,3,1,12,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,3,1,1,External Factors
2024-03-01T00:00:00.000,A DIVISION,3,1,38,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,3,1,97,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,3,1,11,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,3,1,45,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,3,2,0,
2024-03-01T00:00:00.000,A DIVISION,3,2,4,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,3,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,3,2,15,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,3,2,42,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,3,2,15,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,3,2,21,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,4,1,0,
2024-03-01T00:00:00.000,A DIVISION,4,1,25,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,4,1,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,4,1,60,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,4,1,66,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,4,1,40,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,4,1,51,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,4,2,0,
2024-03-01T00:00:00.000,A DIVISION,4,2,4,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,4,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,4,2,13,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,4,2,50,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,4,2,25,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,4,2,43,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,5,1,0,
2024-03-01T00:00:00.000,A DIVISION,5,1,10,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,5,1,2,External Factors
2024-03-01T00:00:00.000,A DIVISION,5,1,32,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,5,1,83,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,5,1,16,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,5,1,48,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,5,2,0,
2024-03-01T00:00:00.000,A DIVISION,5,2,4,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,5,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,5,2,5,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,5,2,29,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,5,2,4,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,5,2,20,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,6,1,0,
2024-03-01T00:00:00.000,A DIVISION,6,1,15,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,6,1,3,External Factors
2024-03-01T00:00:00.000,A DIVISION,6,1,73,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,6,1,164,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,6,1,46,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,6,1,156,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,6,2,0,
2024-03-01T00:00:00.000,A DIVISION,6,2,8,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,6,2,1,External Factors
2024-03-01T00:00:00.000,A DIVISION,6,2,29,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,6,2,66,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,6,2,20,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,6,2,50,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,7,1,0,
2024-03-01T00:00:00.000,A DIVISION,7,1,14,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,7,1,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,7,1,34,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,7,1,15,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,7,1,32,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,7,1,31,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,7,2,0,
2024-03-01T00:00:00.000,A DIVISION,7,2,6,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,7,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,7,2,6,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,7,2,7,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,7,2,9,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,7,2,11,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,0,
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,0,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,1,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,1,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,1,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,S 42nd,1,1,Police & Medical
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,0,
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,1,Crew Availability
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,0,External Factors
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,0,Infrastructure & Equipment
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,0,Operating Conditions
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,0,Planned ROW Work
2024-03-01T00:00:00.000,A DIVISION,S 42nd,2,3,Police & Medical
2024-03-01T00:00:00.000,B DIVISION,A,1,0,
2024-03-01T00:00:00.000,B DIVISION,A,1,26,Crew Availability
2024-03-01T00:00:00.000,B DIVISION,A,1,42,External Factors
2024-03-01T00:00:00.000,B DIVISION,A,1,88,Infrastructure & Equipment
2024-03-01T00:00:00.000,B DIVISION,A,1,77,Operating Conditions
2024-03-01T00:00:00.000,B DIVISION,A,1,63,Planned ROW Work
2024-03-01T00:00:00.000,B DIVISION,A,1,98,Police & Medical
2024-03-01T00:00:00.000,B DIVISION,A,2,0,
2024-03-01T00:00:00.000,B DIVISION,A,2,9,Crew Availability
2024-03-01T00:00:00.000,B DIVISION,A,2,10,External Factors
2024-03-01T00:00:00.000,B DIVISION,A,2,34,Infrastructure & Equipment
2024-03-01T00:00:00.000,B DIVISION,A,2,24,Operating Conditions
2024-03-01T00:00:00.000,B DIVISION,A,2,25,Planned ROW Work
2024-03-01T00:00:00.000,B DIVISION,A,2,47,Police & Medical
2024-03-01T00:00:00.000,B DIVISION,B,1,0,
2024-03-01T00:00:00.000,B DIVISION,B,1,6,Crew Availability
2024-03-01T00:00:00.000,B DIVISION,B,1,1,External Factors
2024-03-01T00:00:00.000,B DIVISION,B,1,36,Infrastructure & Equipment
2024-03-01T00:00:00.000,B DIVISION,B,1,67,Operating Conditions
